question_id,question_text,vote_count,topic_label,topic_reason
306,나중에 알바를 할 때 가장 일을 잘 할거 같은 사람은?,1879,미래상상_성공,"장래 상상, 미래 성취 맥락"
266,인사성이 가장 밝을 것 같은 사람은?,1877,성격_행동,"성향, 태도, 사회성 등 성격 특성"
321,한 명과 룸메이트를 한다면 누구를 고를까?,1877,관계상상_상황극,"무인도, 특정 상황극 등 가상 상황"
232,취미가 제일 독특할거 같은 사람은?,1873,성격_행동,"성향, 태도, 사회성 등 성격 특성"
173,가장 인사성이 좋은 사람은?,1871,성격_행동,"성향, 태도, 사회성 등 성격 특성"
208,정장이 가장 잘 어울릴 것 같은 사람은?,1868,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
316,인스타 팔로워가 가장 많을 것 같은 사람은?,1867,인기_영향력,"SNS 인기, 유명세 등"
260,필기 안해도 수업 내용을 다 기억할 것 같은 사람은?,1866,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
191,많이 먹어도 몸무게가 그대로일 것 같은 사람은?,1864,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
271,특이한 직업을 가지게 될 것 같은 사람은?,1861,미래상상_성공,"장래 상상, 미래 성취 맥락"
285,발표를 가장 당당하게 잘 할 것 같은 사람은?,1858,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
295,어릴 때 가장 말을 잘 들었을거 같은 사람은?,1857,성격_행동,"성향, 태도, 사회성 등 성격 특성"
264,로맨스 영화 보면서 많이 울 것 같은 사람은?,1854,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
322,긴 생머리가 가장 잘 어울릴 것 같은 사람은?,1854,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
292,생일 선물로 기프티콘 100개 넘게 받을 것 같은 사람은?,1851,인기_영향력,"SNS 인기, 유명세 등"
243,친구 중에 가장 좋은 학교에 갈거 같은 사람은?,1850,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
119,시간 약속을 제일 잘 지킬것 같은 사람은?,1847,친밀감_우정,"사교성, 정서적 친밀감"
142,학교생활을 가장 성실하게 하는 사람은?,1846,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
200,과거에 첫인상이 특별했던 사람은?,1842,성격_행동,"성향, 태도, 사회성 등 성격 특성"
325,드라마 결말을 잘 맞출것 같은 사람은?,1842,성격_행동,"성향, 태도, 사회성 등 성격 특성"
159,미워할 수 없는 친구는?,1840,친밀감_우정,"사교성, 정서적 친밀감"
162,연인에게 가장 잘 대해줄거 같은 사람은?,1840,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
274,가장 이성친구가 많을 것 같은 사람은?,1837,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
305,먹방을 가장 잘할 것 같은 사람은?,1835,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
141,은근 똑똑한 것 같은 사람은?,1834,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
262,약속시간에 가장 먼저 나올 것 같은 사람은?,1834,친밀감_우정,"사교성, 정서적 친밀감"
140,머리가 제일 좋은 것 같은 사람은?,1833,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
267,여기서 가장 개성이 강한 사람은?,1833,성격_행동,"성향, 태도, 사회성 등 성격 특성"
199,무계획 여행을 떠났을 때 가장 재밌을 것 같은 사람은?,1828,관계상상_상황극,"무인도, 특정 상황극 등 가상 상황"
146,본인과 가장 어울리는 옷을 입는 사람은?,1826,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
301,운이 가장 좋은 것같은 사람은?,1826,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
258,친구들에게 생일선물을 가장 많이 받을거 같은 사람은?,1824,인기_영향력,"SNS 인기, 유명세 등"
317,미래에 해외로 봉사를 갈거 같은 사람은?,1823,미래상상_성공,"장래 상상, 미래 성취 맥락"
165,가장 센스있는 사람은?,1822,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
296,무서운 놀이기구를 제일 못탈것 같은 사람은?,1820,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
238,봐도 봐도 신기한 사람은?,1819,성격_행동,"성향, 태도, 사회성 등 성격 특성"
255,같이 요리를 해보고 싶은 사람은?,1818,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
101,미래의 틱톡커는?,1817,미래상상_성공,"장래 상상, 미래 성취 맥락"
294,공부를 남에게 잘 가르쳐줄 거 같은 사람은?,1813,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
179,책을 제일 많이 읽은 것 같은 사람은?,1811,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
278,귀신의 집에서도 침착할 것 같은 사람은?,1809,성격_행동,"성향, 태도, 사회성 등 성격 특성"
113,첫인상과 아예 반대라고 느낀 사람은?,1805,성격_행동,"성향, 태도, 사회성 등 성격 특성"
147,안경이 잘 어울리는 사람은?,1805,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
227,요리를 잘할거 같은 사람은?,1805,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
118,샤워 1시간 동안 할 것 같은 사람은?,1804,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
190,팔씨름을 제일 잘할것 같은 사람은?,1804,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
114,화나면 가장 무서울 것 같은 사람은?,1802,성격_행동,"성향, 태도, 사회성 등 성격 특성"
184,랩을 제일 잘할것 같은 사람은?,1802,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
289,암산이 제일 빠를것 같은 사람은?,1802,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
297,공과사를 가장 구분 잘할거 같은 사람은?,1800,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
194,스타벅스에서 책 읽으면서 라떼 마시는 이미지가 가장 어울리는 사람은?,1799,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
213,가장 좋은 부모가 될것 같은 사람은?,1797,미래상상_성공,"장래 상상, 미래 성취 맥락"
315,가장 착하고 순한 사람은?,1796,성격_행동,"성향, 태도, 사회성 등 성격 특성"
106,은근히 애교가 많을 것 같은 사람은?,1794,성격_행동,"성향, 태도, 사회성 등 성격 특성"
300,롯데월드보다 에버랜드를 더 좋아할 것 같은 사람은?,1794,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
120,본인 방이 제일 깨끗할거 같은 사람은?,1793,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
307,이성에게 가장 인기가 많을것 같은 사람은?,1791,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
107,누가 봐도 좋아할 것 같은 호감인 사람은?,1790,성격_행동,"성향, 태도, 사회성 등 성격 특성"
220,수다떨면 제일 재밌는 사람은?,1789,성격_행동,"성향, 태도, 사회성 등 성격 특성"
242,츄리닝이 엄청 잘 어울리는 사람은?,1789,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
259,러브레터를 기가 막히게 쓸 것 같은 사람은?,1789,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
105,볼 한 번 눌러보고 싶은 사람은?,1787,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
239,여기서 가장 귀여운 사람은?,1787,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
268,웃는게 가장 이쁜 사람은?,1787,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
154,감성이 제일 풍부한 사람은?,1786,성격_행동,"성향, 태도, 사회성 등 성격 특성"
252,손이 가장 이쁘게 생겼을거 같은 사람은?,1785,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
143,뭔가 스며드는 친구는?,1782,성격_행동,"성향, 태도, 사회성 등 성격 특성"
287,2세가 가장 귀여울 것 같은 사람은?,1782,미래상상_성공,"장래 상상, 미래 성취 맥락"
174,사진보다 실물이 더 나은 사람은?,1781,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
302,컴퓨터에 대해서 가장 잘 알거 같은 사람은?,1780,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
254,여행을 가서 사진을 찍어달라고 맡기고 싶은 사람은?,1779,관계상상_상황극,"무인도, 특정 상황극 등 가상 상황"
150,나중에 아티스트가 될 것 같은 사람은?,1778,미래상상_성공,"장래 상상, 미래 성취 맥락"
139,수능을 가장 잘 볼거 같은 사람은?,1777,미래상상_성공,"장래 상상, 미래 성취 맥락"
314,학교에서 짝으로 같이 지내고 싶은 사람은?,1777,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
219,마술이 눈속임이 아니라 마법이라고 생각할 것 같은 사람은?,1774,관계상상_상황극,"무인도, 특정 상황극 등 가상 상황"
251,상견례 프리패스상인 사람은?,1774,미래상상_성공,"장래 상상, 미래 성취 맥락"
277,몇 년 전에 얘기했던걸 다 기억할 수 있을 것 같은 사람은?,1772,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
299,키가 더 커질거 같은 사람은?,1772,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
323,주변 사람들을 제일 많이 챙겨주는 사람은?,1770,성격_행동,"성향, 태도, 사회성 등 성격 특성"
112,싸울 때 반드시 내 편에 두고 싶은 사람은?,1768,신뢰_의지,"고민, 믿음, 의지 등 신뢰 관계"
164,가장 결혼을 성공적으로 할 것 같은 사람은?,1768,미래상상_성공,"장래 상상, 미래 성취 맥락"
201,화장을 제일 잘하는 사람?,1768,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
202,같이 밥을 먹고싶은 사람은?,1766,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
318,주위 친구들에게 절대 피해주지 않는 사람은?,1765,친밀감_우정,"사교성, 정서적 친밀감"
181,모두가 5살로 돌아간다면 가장 귀여울 것 같은 사람은?,1764,관계상상_상황극,"무인도, 특정 상황극 등 가상 상황"
293,청소를 제일 잘할거 같은 사람은?,1764,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
228,아이큐가 제일 높을것 같은 사람은?,1761,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
214,미래의 배우자가 제일 잘 생겼을거 같은 사람은?,1759,미래상상_성공,"장래 상상, 미래 성취 맥락"
166,세상 제일 웃긴 사람은?,1758,유머_밈,"드립, 개그, 과장 등 유머러스한 질문"
221,여기서 가장 예쁜 사람은?,1757,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
207,미래에 여기서 제일 유명해질거 같은 사람은?,1755,미래상상_성공,"장래 상상, 미래 성취 맥락"
284,회사에 들어가면 매일 깔끔한 칼정장에 구두를 신고 향수를 뿌릴 것 같은 사람은?,1752,미래상상_성공,"장래 상상, 미래 성취 맥락"
313,말을 제일 예쁘게 하는 사람은?,1750,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
280,"소시지가 하나 남았을 때, 나눠줄 사람은?",1748,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
182,같이 캠핑가고 싶은 사람은?,1746,관계상상_상황극,"무인도, 특정 상황극 등 가상 상황"
187,같이 노래방을 가고 싶은 사람은?,1746,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
229,선생님들에게 가장 인기있는 사람은?,1745,미래상상_성공,"장래 상상, 미래 성취 맥락"
160,성격이 가장 섬세한 사람은?,1744,성격_행동,"성향, 태도, 사회성 등 성격 특성"
172,얘와 함께라면 어떤 상황이든 죽지는 않을 것 같다!,1744,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
180,볼수록 매력있는 사람은?,1744,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
148,옷을 가장 센스있게 잘 입는 사람은?,1742,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
204,가장 줏대가 있는 사람은?,1736,성격_행동,"성향, 태도, 사회성 등 성격 특성"
230,같이 스몰토크 하다가 밤을 샐 것 같은 사람은?,1734,기타,핵심 단서가 약하거나 범주가 모호함
151,모든 스포츠를 다 잘하는 사람은?,1733,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
247,피부가 제일 좋은거 같은 사람은?,1733,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
487,독특한 매력이 있는 사람은?,1731,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
246,제일 창의적인 사람은?,1729,성격_행동,"성향, 태도, 사회성 등 성격 특성"
130,나를 웃게 만드는 사람은?,1727,기타,핵심 단서가 약하거나 범주가 모호함
210,친구들에게 가장 인정받는 사람은?,1727,친밀감_우정,"사교성, 정서적 친밀감"
115,비율이 가장 좋은 사람은?,1724,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
257,가장 친해지고 싶었던 사람은?,1722,기타,핵심 단서가 약하거나 범주가 모호함
308,매너가 제일 좋은 사람은?,1720,기타,핵심 단서가 약하거나 범주가 모호함
545,호기심이 가장 많을 것 같은 사람은?,1719,성격_행동,"성향, 태도, 사회성 등 성격 특성"
222,봄날 같이 피크닉 떠나고 싶은 사람은?,1718,기타,핵심 단서가 약하거나 범주가 모호함
237,이별 후 자기가 먼저 화해메시지 보낼 것 같은 사람?,1715,친밀감_우정,"사교성, 정서적 친밀감"
411,노는걸 제일 좋아하는 사람은?,1715,기타,핵심 단서가 약하거나 범주가 모호함
116,대학가서 용될것 같은 사람은?,1713,미래상상_성공,"장래 상상, 미래 성취 맥락"
216,리더십이 가장 강한 사람은?,1713,기타,핵심 단서가 약하거나 범주가 모호함
275,실수를 해도 화가 나지 않는 사람은?,1710,기타,핵심 단서가 약하거나 범주가 모호함
249,봉사를 가장 잘 할거 같은 사람은?,1709,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
240,말투는 평범한데 왠지 귀여운 느낌이 드는 사람은?,1705,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
149,위아래 색깔 매치가 좋은 사람은?,1704,기타,핵심 단서가 약하거나 범주가 모호함
206,MBTI의 마스터일 것 같은 사람은?,1704,기타,핵심 단서가 약하거나 범주가 모호함
121,가장 어른스러운 사람은?,1703,미래상상_성공,"장래 상상, 미래 성취 맥락"
126,가장 연애를 많이 했을 것 같은 사람은?,1703,기타,핵심 단서가 약하거나 범주가 모호함
205,항상 모두에게 좋은 말을 해주는 사람은?,1703,성격_행동,"성향, 태도, 사회성 등 성격 특성"
312,시간을 가장 효율적이게 쓰는 사람은?,1703,기타,핵심 단서가 약하거나 범주가 모호함
404,매장 환불을 가장 똑부러지게 잘 할 것같은 사람은?,1702,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
100,"""이 사람으로 한 번 살아보고 싶다"" 하는 사람은?",1701,관계상상_상황극,"무인도, 특정 상황극 등 가상 상황"
203,티내지 않으면서 주위 사람들 다 배려하는 사람은?,1700,성격_행동,"성향, 태도, 사회성 등 성격 특성"
253,생각이 가장 깊은 사람은?,1698,기타,핵심 단서가 약하거나 범주가 모호함
196,따뜻하게 말해줘서 고마운 사람은?,1697,기타,핵심 단서가 약하거나 범주가 모호함
99,가장 신비한 매력이 있는 사람은?,1696,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
553,라면 잘 끓일 것 같은 사람은?,1693,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
276,10년 후 미래에 같이 여행가보고 싶은 사람은?,1692,미래상상_성공,"장래 상상, 미래 성취 맥락"
136,자주 연락하면서 지내고 싶은 사람은?,1691,친밀감_우정,"사교성, 정서적 친밀감"
108,가장 매력적인 사람은?,1690,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
412,릴스 보느라 잠을 못 잘 것 같은 사람은?,1689,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
125,10년 후 1명에게만 연락할 수 있다면 누구한테 하고 싶어?,1686,미래상상_성공,"장래 상상, 미래 성취 맥락"
235,가끔 생각나서 연락하고 싶은 사람은?,1680,친밀감_우정,"사교성, 정서적 친밀감"
429,의외로 요리를 잘할 것 같은 사람은?,1680,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
217,하루 공부해서 남들 1주일 공부한 것 만큼 하는 사람은?,1679,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
326,나중에 가장 운전을 잘할 거 같은 사람은?,1679,미래상상_성공,"장래 상상, 미래 성취 맥락"
153,어디 내놔도 노래로 꿀리지 않는 친구는?,1678,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
123,의리하면 떠오르는 사람은?,1676,친밀감_우정,"사교성, 정서적 친밀감"
532,슬픈 영화를 보면 울 것 같은 사람은?,1676,기타,핵심 단서가 약하거나 범주가 모호함
303,해외여행을 같이 떠나보고 싶은 사람은?,1675,관계상상_상황극,"무인도, 특정 상황극 등 가상 상황"
185,나에게 차가 있다면 같이 드라이브 가고 싶은 사람은?,1674,기타,핵심 단서가 약하거나 범주가 모호함
195,부러운 점이 제일 많은 사람은?,1672,기타,핵심 단서가 약하거나 범주가 모호함
496,항상 행복해보이는 친구,1671,친밀감_우정,"사교성, 정서적 친밀감"
175,뭘 입어도 느낌이 나는 사람은?,1670,기타,핵심 단서가 약하거나 범주가 모호함
368,기본 상식이 제일 많을거 같은 사람은?,1669,기타,핵심 단서가 약하거나 범주가 모호함
225,나 대신 흑기사를 해줄 것 같은 사람은?,1667,기타,핵심 단서가 약하거나 범주가 모호함
288,내 자식으로 태어나면 가장 좋을 것 같은 사람은?,1663,미래상상_성공,"장래 상상, 미래 성취 맥락"
329,동생들에게 제일 친근할 거 같은 사람은?,1663,친밀감_우정,"사교성, 정서적 친밀감"
498,아기랑 잘 놀아줄 것 같은 친구,1661,친밀감_우정,"사교성, 정서적 친밀감"
265,기쁜 일이 있을때 제일 먼저 알려주고 싶은 사람은?,1660,기타,핵심 단서가 약하거나 범주가 모호함
109,와플을 좋아하는 친구는?,1657,친밀감_우정,"사교성, 정서적 친밀감"
478,범죄현장을 지나다가 억울하게 발자국을 남길 것 같은 사람은?,1652,기타,핵심 단서가 약하거나 범주가 모호함
131,눈빛이 제일 끌리는 사람은?,1649,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
133,내 친구에게 소개시켜주고 싶은 친구 한명은?,1649,친밀감_우정,"사교성, 정서적 친밀감"
212,같이 바다보러 떠나고싶은 사람은?,1649,기타,핵심 단서가 약하거나 범주가 모호함
215,귀여운 행동을 제일 많이 하는 사람은?,1648,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
540,가장 자유로운 친구는?,1646,친밀감_우정,"사교성, 정서적 친밀감"
333,순발력이 제일 좋은 것 같은 사람은?,1645,기타,핵심 단서가 약하거나 범주가 모호함
461,눈빛이 살아있는 친구는?,1644,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
327,누가 잡아가도 다 헤쳐나올 수 있을 것 같은 사람은?,1643,관계상상_상황극,"무인도, 특정 상황극 등 가상 상황"
134,복도에서 마주치면 괜히 한 번 더 보게되는 사람은?,1640,기타,핵심 단서가 약하거나 범주가 모호함
226,같이 밥 먹을 때 괜히 좀 더 챙겨주고 싶은 사람은?,1639,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
241,이 친구와 밤새 수다떨고 놀고싶은 사람은?,1635,성격_행동,"성향, 태도, 사회성 등 성격 특성"
248,목소리가 좋은 사람은?,1635,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
291,같이 있으면 시간 가는줄 모르겠는 사람은?,1635,친밀감_우정,"사교성, 정서적 친밀감"
462,릴스 100만뷰 찍을 것 같은 사람은?,1635,기타,핵심 단서가 약하거나 범주가 모호함
406,가장 꿈이 클 것 같은 사람은?,1633,기타,핵심 단서가 약하거나 범주가 모호함
529,젓가락질을 가장 잘할 것 같은 사람은?,1632,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
103,가장 지켜주고 싶은 사람은?,1631,기타,핵심 단서가 약하거나 범주가 모호함
192,"늦은 밤, 같이 산책을 하고 싶은 사람은?",1631,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
328,대학 교수님들께 가장 이쁨 받을 것 같은 사람은?,1631,미래상상_성공,"장래 상상, 미래 성취 맥락"
270,허당같은 모습이 귀여운 사람은?,1630,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
558,고독한 감성이 있을 것 같은 사람은?,1629,성격_행동,"성향, 태도, 사회성 등 성격 특성"
250,와이드한 느낌이 잘 어울리는 사람은?,1628,기타,핵심 단서가 약하거나 범주가 모호함
533,육개장 건더기 다 남길 것 같은 사람은?,1627,기타,핵심 단서가 약하거나 범주가 모호함
223,무인도에 떨어진다면 같이 있고싶은 사람은?,1626,관계상상_상황극,"무인도, 특정 상황극 등 가상 상황"
427,요즘 유행하는 밈을 다 알고 있을 것 같은 사람은?,1626,유머_밈,"드립, 개그, 과장 등 유머러스한 질문"
129,길에서 자주 번호를 따여봤을 것 같은 사람은?,1623,기타,핵심 단서가 약하거나 범주가 모호함
460,농부가 될 가능성이 가장 높은 사람은?,1622,미래상상_성공,"장래 상상, 미래 성취 맥락"
234,mbti에서 i를 가장 대표하는 사람은?,1621,미래상상_성공,"장래 상상, 미래 성취 맥락"
458,해맑은 매력이 있는 친구는?,1621,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
124,힘든 일이 있을때 털어놓고 얘기하고싶은 사람은?,1619,기타,핵심 단서가 약하거나 범주가 모호함
438,ENFP에 가장 가까울 것 같은 사람은?,1616,기타,핵심 단서가 약하거나 범주가 모호함
522,리액션이 대박인 사람은?,1616,미래상상_성공,"장래 상상, 미래 성취 맥락"
231,이번 주말에 같이 영화보고 싶은 사람은?,1615,기타,핵심 단서가 약하거나 범주가 모호함
337,mbti에서 E를 가장 대표하는 사람은?,1615,미래상상_성공,"장래 상상, 미래 성취 맥락"
481,예의바른 사람,1614,성격_행동,"성향, 태도, 사회성 등 성격 특성"
428,의외로 눈물이 많을 것 같은 사람은?,1613,성격_행동,"성향, 태도, 사회성 등 성격 특성"
334,술을 제일 잘 마실거 같은 사람은?,1611,기타,핵심 단서가 약하거나 범주가 모호함
435,패싸움이 났을 때 제일 먼저 부르고 싶은 사람은?,1611,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
492,말랑말랑할 것 같은 친구는?,1610,친밀감_우정,"사교성, 정서적 친밀감"
400,어려운 일을 잘 도와줄 것 같은 사람은?,1609,기타,핵심 단서가 약하거나 범주가 모호함
273,같이 쇼핑하면 가장 재밌는 사람은?,1604,생활습관_일상,"음식, 생활 습관, 소지품 등 일상"
482,되게 꼼꼼한 친구,1604,성격_행동,"성향, 태도, 사회성 등 성격 특성"
135,스킨십이 가장 능숙할 것 같은 사람은?,1603,연애_호감,"설렘, 이성, 연애 감정 등 맥락"
330,말하는게 제일 재밌고 웃긴 사람은?,1602,기타,핵심 단서가 약하거나 범주가 모호함
536,영앤리치가 될 것 같은 사람은?,1600,기타,핵심 단서가 약하거나 범주가 모호함
177,애교살이 매력적인 사람은?,1598,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
521,가장 깔끔할 것 같은 친구는?,1598,친밀감_우정,"사교성, 정서적 친밀감"
332,선물 고르는 센스가 가장 좋을 것 같은 사람은?,1597,인기_영향력,"SNS 인기, 유명세 등"
466,오디션에 나가서 최종합격할 것 같은 사람은?,1596,미래상상_성공,"장래 상상, 미래 성취 맥락"
233,힘든 일이 있을때 제일 의지가 될것 같은 사람은?,1595,신뢰_의지,"고민, 믿음, 의지 등 신뢰 관계"
320,함께한 추억이 가장 많은 사람은?,1595,기타,핵심 단서가 약하거나 범주가 모호함
127,같이 벚꽃보러 가고 싶은 사람은?,1594,기타,핵심 단서가 약하거나 범주가 모호함
188,단기기억력 대박인 사람은?,1594,미래상상_성공,"장래 상상, 미래 성취 맥락"
471,가장 시원하고 상큼한 매력이 있는 사람은?,1594,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
349,사랑 노래를 가장 잘 부를 것 같은 사람은?,1592,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
537,금지된 것을 더 추구할 것 같은 사람은?,1591,기타,핵심 단서가 약하거나 범주가 모호함
197,가장 잘생긴 사람은?,1589,외모_매력,"외모, 스타일, 패션 등 신체적 매력"
156,늘 고마운 사람은?,1588,기타,핵심 단서가 약하거나 범주가 모호함
367,글쓰기를 제일 잘할거 같은 사람은?,1588,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
418,비트코인으로 대박날 것 같은 사람은?,1587,미래상상_성공,"장래 상상, 미래 성취 맥락"
341,살면서 제일 사고를 안 쳤을거 같은 사람은?,1586,기타,핵심 단서가 약하거나 범주가 모호함
365,공부를 가장 잘하는 사람은?,1585,능력_재능,"특정 지식, 기능적 능력, 게임/공부 등"
420,"성인이 되고, 술이 제일 셀것 같은 사람은?",1585,미래상상_성공,"장래 상상, 미래 성취 맥락"
261,내가 가장 많이 웃겨줬던 사람?,1583,기타,핵심 단서가 약하거나 범주가 모호함
358,유행에 가장 잘 따라가는 사람은?,1583,기타,핵심 단서가 약하거나 범주가 모호함
