question_id,question_text,vote_count,main_label,sub_label,refined_reason,needs_manual_review,matched_keywords,manual_review_done,manual_review_time,manual_review_note,topic_label,topic_reason
322,긴 생머리가 가장 잘 어울릴 것 같은 사람은?,1854,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
292,생일 선물로 기프티콘 100개 넘게 받을 것 같은 사람은?,1851,인기_영향력,,"SNS 인기, 유명세 등",0,,0,,,,
243,친구 중에 가장 좋은 학교에 갈거 같은 사람은?,1850,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
119,시간 약속을 제일 잘 지킬것 같은 사람은?,1847,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
142,학교생활을 가장 성실하게 하는 사람은?,1846,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
200,과거에 첫인상이 특별했던 사람은?,1842,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
325,드라마 결말을 잘 맞출것 같은 사람은?,1842,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
159,미워할 수 없는 친구는?,1840,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
162,연인에게 가장 잘 대해줄거 같은 사람은?,1840,연애_호감,,"설렘, 이성, 연애 감정 등 맥락",0,,0,,,,
274,가장 이성친구가 많을 것 같은 사람은?,1837,연애_호감,,"설렘, 이성, 연애 감정 등 맥락",0,,0,,,,
305,먹방을 가장 잘할 것 같은 사람은?,1835,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
141,은근 똑똑한 것 같은 사람은?,1834,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
262,약속시간에 가장 먼저 나올 것 같은 사람은?,1834,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
140,머리가 제일 좋은 것 같은 사람은?,1833,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
267,여기서 가장 개성이 강한 사람은?,1833,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
199,무계획 여행을 떠났을 때 가장 재밌을 것 같은 사람은?,1828,관계상상_상황극,,"무인도, 특정 상황극 등 가상 상황",0,,0,,,,
146,본인과 가장 어울리는 옷을 입는 사람은?,1826,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
301,운이 가장 좋은 것같은 사람은?,1826,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
258,친구들에게 생일선물을 가장 많이 받을거 같은 사람은?,1824,인기_영향력,,"SNS 인기, 유명세 등",0,,0,,,,
317,미래에 해외로 봉사를 갈거 같은 사람은?,1823,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
165,가장 센스있는 사람은?,1822,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
296,무서운 놀이기구를 제일 못탈것 같은 사람은?,1820,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
238,봐도 봐도 신기한 사람은?,1819,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
255,같이 요리를 해보고 싶은 사람은?,1818,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
101,미래의 틱톡커는?,1817,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
294,공부를 남에게 잘 가르쳐줄 거 같은 사람은?,1813,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
179,책을 제일 많이 읽은 것 같은 사람은?,1811,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
278,귀신의 집에서도 침착할 것 같은 사람은?,1809,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
113,첫인상과 아예 반대라고 느낀 사람은?,1805,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
147,안경이 잘 어울리는 사람은?,1805,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
227,요리를 잘할거 같은 사람은?,1805,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
118,샤워 1시간 동안 할 것 같은 사람은?,1804,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
190,팔씨름을 제일 잘할것 같은 사람은?,1804,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
114,화나면 가장 무서울 것 같은 사람은?,1802,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
184,랩을 제일 잘할것 같은 사람은?,1802,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
289,암산이 제일 빠를것 같은 사람은?,1802,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
297,공과사를 가장 구분 잘할거 같은 사람은?,1800,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
194,스타벅스에서 책 읽으면서 라떼 마시는 이미지가 가장 어울리는 사람은?,1799,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
213,가장 좋은 부모가 될것 같은 사람은?,1797,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
315,가장 착하고 순한 사람은?,1796,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
106,은근히 애교가 많을 것 같은 사람은?,1794,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
300,롯데월드보다 에버랜드를 더 좋아할 것 같은 사람은?,1794,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
120,본인 방이 제일 깨끗할거 같은 사람은?,1793,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
307,이성에게 가장 인기가 많을것 같은 사람은?,1791,연애_호감,,"설렘, 이성, 연애 감정 등 맥락",0,,0,,,,
107,누가 봐도 좋아할 것 같은 호감인 사람은?,1790,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
220,수다떨면 제일 재밌는 사람은?,1789,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
242,츄리닝이 엄청 잘 어울리는 사람은?,1789,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
259,러브레터를 기가 막히게 쓸 것 같은 사람은?,1789,연애_호감,,"설렘, 이성, 연애 감정 등 맥락",0,,0,,,,
105,볼 한 번 눌러보고 싶은 사람은?,1787,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
239,여기서 가장 귀여운 사람은?,1787,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
268,웃는게 가장 이쁜 사람은?,1787,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
154,감성이 제일 풍부한 사람은?,1786,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
252,손이 가장 이쁘게 생겼을거 같은 사람은?,1785,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
143,뭔가 스며드는 친구는?,1782,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
287,2세가 가장 귀여울 것 같은 사람은?,1782,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
174,사진보다 실물이 더 나은 사람은?,1781,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
302,컴퓨터에 대해서 가장 잘 알거 같은 사람은?,1780,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
254,여행을 가서 사진을 찍어달라고 맡기고 싶은 사람은?,1779,관계상상_상황극,,"무인도, 특정 상황극 등 가상 상황",0,,0,,,,
150,나중에 아티스트가 될 것 같은 사람은?,1778,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
139,수능을 가장 잘 볼거 같은 사람은?,1777,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
314,학교에서 짝으로 같이 지내고 싶은 사람은?,1777,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
219,마술이 눈속임이 아니라 마법이라고 생각할 것 같은 사람은?,1774,관계상상_상황극,,"무인도, 특정 상황극 등 가상 상황",0,,0,,,,
251,상견례 프리패스상인 사람은?,1774,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
277,몇 년 전에 얘기했던걸 다 기억할 수 있을 것 같은 사람은?,1772,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
299,키가 더 커질거 같은 사람은?,1772,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
323,주변 사람들을 제일 많이 챙겨주는 사람은?,1770,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
112,싸울 때 반드시 내 편에 두고 싶은 사람은?,1768,신뢰_의지,,"고민, 믿음, 의지 등 신뢰 관계",0,,0,,,,
164,가장 결혼을 성공적으로 할 것 같은 사람은?,1768,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
201,화장을 제일 잘하는 사람?,1768,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
202,같이 밥을 먹고싶은 사람은?,1766,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
318,주위 친구들에게 절대 피해주지 않는 사람은?,1765,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
181,모두가 5살로 돌아간다면 가장 귀여울 것 같은 사람은?,1764,관계상상_상황극,,"무인도, 특정 상황극 등 가상 상황",0,,0,,,,
293,청소를 제일 잘할거 같은 사람은?,1764,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
228,아이큐가 제일 높을것 같은 사람은?,1761,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
214,미래의 배우자가 제일 잘 생겼을거 같은 사람은?,1759,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
166,세상 제일 웃긴 사람은?,1758,유머_밈,,"드립, 개그, 과장 등 유머러스한 질문",0,,0,,,,
221,여기서 가장 예쁜 사람은?,1757,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
207,미래에 여기서 제일 유명해질거 같은 사람은?,1755,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
284,회사에 들어가면 매일 깔끔한 칼정장에 구두를 신고 향수를 뿌릴 것 같은 사람은?,1752,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
313,말을 제일 예쁘게 하는 사람은?,1750,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
280,"소시지가 하나 남았을 때, 나눠줄 사람은?",1748,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
182,같이 캠핑가고 싶은 사람은?,1746,관계상상_상황극,,"무인도, 특정 상황극 등 가상 상황",0,,0,,,,
187,같이 노래방을 가고 싶은 사람은?,1746,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
229,선생님들에게 가장 인기있는 사람은?,1745,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
160,성격이 가장 섬세한 사람은?,1744,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
172,얘와 함께라면 어떤 상황이든 죽지는 않을 것 같다!,1744,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
180,볼수록 매력있는 사람은?,1744,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
148,옷을 가장 센스있게 잘 입는 사람은?,1742,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
204,가장 줏대가 있는 사람은?,1736,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
230,같이 스몰토크 하다가 밤을 샐 것 같은 사람은?,1734,친밀감_우정,취향_동행,같이/함께 무언가 하고 싶은 대상,0,"같이, 스몰토크",0,,,,
151,모든 스포츠를 다 잘하는 사람은?,1733,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
247,피부가 제일 좋은거 같은 사람은?,1733,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
487,독특한 매력이 있는 사람은?,1731,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
246,제일 창의적인 사람은?,1729,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
130,나를 웃게 만드는 사람은?,1727,성격_행동,유쾌함_웃김,"유쾌함, 웃김, 재미를 주는 성향",0,웃게만드는,0,,,,
210,친구들에게 가장 인정받는 사람은?,1727,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
115,비율이 가장 좋은 사람은?,1724,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
257,가장 친해지고 싶었던 사람은?,1722,친밀감_우정,정서적_친밀감,"친해지고 싶음, 먼저 알리고 싶음, 자주 보고 싶은 관계",0,"친해지고싶, 친해지고싶었던",0,,,,
308,매너가 제일 좋은 사람은?,1720,신뢰_의지,배려_호의,"배려, 고마움, 도움, 응원 맥락",0,매너,0,,,,
545,호기심이 가장 많을 것 같은 사람은?,1719,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
222,봄날 같이 피크닉 떠나고 싶은 사람은?,1718,친밀감_우정,취향_동행,같이/함께 무언가 하고 싶은 대상,0,"같이, 피크닉",0,,,,
237,이별 후 자기가 먼저 화해메시지 보낼 것 같은 사람?,1715,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
411,노는걸 제일 좋아하는 사람은?,1715,성격_행동,개성_기질,"생각, 개성, 상상력, 기질 관련",1,노는걸제일좋아,0,,,,
116,대학가서 용될것 같은 사람은?,1713,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
216,리더십이 가장 강한 사람은?,1713,성격_행동,사회성_리더십,"리더십, 성숙함, 사려 깊음",0,"리더십, 리더",0,,,,
275,실수를 해도 화가 나지 않는 사람은?,1710,신뢰_의지,배려_보호,"보호, 배려, 도덕성, 화를 잘 내지 않음",0,화가나지않,0,,,,
249,봉사를 가장 잘 할거 같은 사람은?,1709,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
240,말투는 평범한데 왠지 귀여운 느낌이 드는 사람은?,1705,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
149,위아래 색깔 매치가 좋은 사람은?,1704,외모_매력,패션_스타일,"옷, 색, 핏, 착장, 잘 어울림",0,색깔매치,0,,,,
206,MBTI의 마스터일 것 같은 사람은?,1704,성격_행동,MBTI_유형,MBTI/유형 직접 언급,0,mbti,0,,,,
121,가장 어른스러운 사람은?,1703,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
126,가장 연애를 많이 했을 것 같은 사람은?,1703,연애_호감,연애투사,"연애 상상, 썸/사귐/플러팅 맥락",0,연애를많이,0,,,,
205,항상 모두에게 좋은 말을 해주는 사람은?,1703,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
312,시간을 가장 효율적이게 쓰는 사람은?,1703,능력_재능,지적_실행능력,"지식, 순발력, 언어, 계획, 해결능력",0,효율적이게,0,,,,
404,매장 환불을 가장 똑부러지게 잘 할 것같은 사람은?,1702,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
100,"""이 사람으로 한 번 살아보고 싶다"" 하는 사람은?",1701,관계상상_상황극,,"무인도, 특정 상황극 등 가상 상황",0,,0,,,,
203,티내지 않으면서 주위 사람들 다 배려하는 사람은?,1700,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
253,생각이 가장 깊은 사람은?,1698,성격_행동,개성_기질,"생각, 개성, 상상력, 기질 관련",0,생각이가장깊,0,,,,
196,따뜻하게 말해줘서 고마운 사람은?,1697,신뢰_의지,배려_호의,"배려, 고마움, 도움, 응원 맥락",0,"고마운, 따뜻하게",0,,,,
99,가장 신비한 매력이 있는 사람은?,1696,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
553,라면 잘 끓일 것 같은 사람은?,1693,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
276,10년 후 미래에 같이 여행가보고 싶은 사람은?,1692,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
136,자주 연락하면서 지내고 싶은 사람은?,1691,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
108,가장 매력적인 사람은?,1690,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
412,릴스 보느라 잠을 못 잘 것 같은 사람은?,1689,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
125,10년 후 1명에게만 연락할 수 있다면 누구한테 하고 싶어?,1686,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
235,가끔 생각나서 연락하고 싶은 사람은?,1680,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
429,의외로 요리를 잘할 것 같은 사람은?,1680,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
217,하루 공부해서 남들 1주일 공부한 것 만큼 하는 사람은?,1679,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
326,나중에 가장 운전을 잘할 거 같은 사람은?,1679,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
153,어디 내놔도 노래로 꿀리지 않는 친구는?,1678,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
123,의리하면 떠오르는 사람은?,1676,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
532,슬픈 영화를 보면 울 것 같은 사람은?,1676,성격_행동,감성_여림,"감성적, 눈물이 많음, 마음이 여림",0,슬픈영화를보면울,0,,,,
303,해외여행을 같이 떠나보고 싶은 사람은?,1675,관계상상_상황극,,"무인도, 특정 상황극 등 가상 상황",0,,0,,,,
185,나에게 차가 있다면 같이 드라이브 가고 싶은 사람은?,1674,친밀감_우정,취향_동행,같이/함께 무언가 하고 싶은 대상,0,"같이, 드라이브",0,,,,
195,부러운 점이 제일 많은 사람은?,1672,성격_행동,개성_기질,"생각, 개성, 상상력, 기질 관련",0,부러운점이제일많,0,,,,
496,항상 행복해보이는 친구,1671,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
175,뭘 입어도 느낌이 나는 사람은?,1670,외모_매력,패션_스타일,"옷, 색, 핏, 착장, 잘 어울림",1,뭘입어도,0,,,,
368,기본 상식이 제일 많을거 같은 사람은?,1669,능력_재능,지적_실행능력,"지식, 순발력, 언어, 계획, 해결능력",0,기본상식,0,,,,
225,나 대신 흑기사를 해줄 것 같은 사람은?,1667,신뢰_의지,배려_보호,"보호, 배려, 도덕성, 화를 잘 내지 않음",0,흑기사,0,,,,
288,내 자식으로 태어나면 가장 좋을 것 같은 사람은?,1663,미래상상_성공,,"장래 상상, 미래 성취 맥락",0,,0,,,,
329,동생들에게 제일 친근할 거 같은 사람은?,1663,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
498,아기랑 잘 놀아줄 것 같은 친구,1661,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
265,기쁜 일이 있을때 제일 먼저 알려주고 싶은 사람은?,1660,친밀감_우정,정서적_친밀감,"친해지고 싶음, 먼저 알리고 싶음, 자주 보고 싶은 관계",0,"알려주고싶, 먼저알려주고싶, 기쁜일이있을때제일먼저알려주고싶",0,,,,
109,와플을 좋아하는 친구는?,1657,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
478,범죄현장을 지나다가 억울하게 발자국을 남길 것 같은 사람은?,1652,관계상상_상황극,가정_상황질문,"가정형 상황극, 극단 상황 상상",0,범죄현장,0,,,,
131,눈빛이 제일 끌리는 사람은?,1649,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
133,내 친구에게 소개시켜주고 싶은 친구 한명은?,1649,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
212,같이 바다보러 떠나고싶은 사람은?,1649,친밀감_우정,취향_동행,같이/함께 무언가 하고 싶은 대상,0,"같이, 바다보러",0,,,,
215,귀여운 행동을 제일 많이 하는 사람은?,1648,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
540,가장 자유로운 친구는?,1646,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
333,순발력이 제일 좋은 것 같은 사람은?,1645,능력_재능,지적_실행능력,"지식, 순발력, 언어, 계획, 해결능력",0,순발력,0,,,,
461,눈빛이 살아있는 친구는?,1644,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
327,누가 잡아가도 다 헤쳐나올 수 있을 것 같은 사람은?,1643,관계상상_상황극,,"무인도, 특정 상황극 등 가상 상황",0,,0,,,,
134,복도에서 마주치면 괜히 한 번 더 보게되는 사람은?,1640,외모_매력,분위기_시선강탈,"외모 자체보다 분위기, 시선 끌림, 인상",0,한번더보게,0,,,,
226,같이 밥 먹을 때 괜히 좀 더 챙겨주고 싶은 사람은?,1639,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
241,이 친구와 밤새 수다떨고 놀고싶은 사람은?,1635,성격_행동,,"성향, 태도, 사회성 등 성격 특성",0,,0,,,,
248,목소리가 좋은 사람은?,1635,외모_매력,,"외모, 스타일, 패션 등 신체적 매력",0,,0,,,,
291,같이 있으면 시간 가는줄 모르겠는 사람은?,1635,친밀감_우정,,"사교성, 정서적 친밀감",0,,0,,,,
462,릴스 100만뷰 찍을 것 같은 사람은?,1635,인기_영향력,대중인기,"릴스, 조회수, 인플루언서, 유명세",0,릴스100만뷰,0,,,,
406,가장 꿈이 클 것 같은 사람은?,1633,미래상상_성공,미래가능성,성공/미래 상상,0,꿈이클,0,,,,
529,젓가락질을 가장 잘할 것 같은 사람은?,1632,능력_재능,,"특정 지식, 기능적 능력, 게임/공부 등",0,,0,,,,
103,가장 지켜주고 싶은 사람은?,1631,신뢰_의지,배려_호의,"배려, 고마움, 도움, 응원 맥락",1,지켜주고,0,,,,
192,"늦은 밤, 같이 산책을 하고 싶은 사람은?",1631,생활습관_일상,,"음식, 생활 습관, 소지품 등 일상",0,,0,,,,
